brgy,municity,prov,score
BIGA,POLA,ORIENTAL MINDORO,1.00
BACUNGAN,POLA,ORIENTAL MINDORO,1.00
CALIMA,POLA,ORIENTAL MINDORO,1.00
CALIMA,POLA,ORIENTAL MINDORO,1.00
PULA,POLA,ORIENTAL MINDORO,0.89
BACAWAN,POLA,ORIENTAL MINDORO,1.00
BACAWAN,POLA,ORIENTAL MINDORO,1.00
MISONG,POLA,ORIENTAL MINDORO,1.00
TAGUMPAY,POLA,ORIENTAL MINDORO,0.93
TAGUMPAY,POLA,ORIENTAL MINDORO,0.93
PUTING CACAO,POLA,ORIENTAL MINDORO,1.00
TIGUIHAN,POLA,ORIENTAL MINDORO,0.93
PAHILAHAN,POLA,ORIENTAL MINDORO,1.00
TAGBAKIN,POLA,ORIENTAL MINDORO,1.00
MATULATULA,POLA,ORIENTAL MINDORO,1.00
MATULATULA,POLA,ORIENTAL MINDORO,1.00
CALUBASANHON,POLA,ORIENTAL MINDORO,1.00
PAHILAHAN,POLA,ORIENTAL MINDORO,1.00
POBLACION,PUERTO GALERA,ORIENTAL MINDORO,1.00
POBLACION,PUERTO GALERA,ORIENTAL MINDORO,1.00
POBLACION,PUERTO GALERA,ORIENTAL MINDORO,1.00
POBLACION,PUERTO GALERA,ORIENTAL MINDORO,1.00
,ROXAS,ORIENTAL MINDORO,1.00
,ROXAS,ORIENTAL MINDORO,1.00
,ROXAS,ORIENTAL MINDORO,1.00
LIBERTAD,ROXAS,ORIENTAL MINDORO,1.00
VICTORIA,ROXAS,ORIENTAL MINDORO,1.00
HAPPY VALLEY,ROXAS,ORIENTAL MINDORO,1.00
SAN JOSE,ROXAS,ORIENTAL MINDORO,1.00
SAN MIGUEL,ROXAS,ORIENTAL MINDORO,1.00
UYAO,ROXAS,ORIENTAL MINDORO,1.00
CANTIL,ROXAS,ORIENTAL MINDORO,1.00
LIBTONG,ROXAS,ORIENTAL MINDORO,1.00
DANGAY,ROXAS,ORIENTAL MINDORO,1.00
SAN MARIANO,ROXAS,ORIENTAL MINDORO,1.00
BAGUMBAYAN,ROXAS,ORIENTAL MINDORO,1.00
ODIONG,ROXAS,ORIENTAL MINDORO,1.00
BAGUMBAYAN,ROXAS,ORIENTAL MINDORO,1.00
BAGUMBAYAN,ROXAS,ORIENTAL MINDORO,1.00
BAGUMBAYAN,ROXAS,ORIENTAL MINDORO,1.00
BAGUMBAYAN,ROXAS,ORIENTAL MINDORO,1.00
CANTIL,ROXAS,ORIENTAL MINDORO,1.00
CANTIL,ROXAS,ORIENTAL MINDORO,1.00
CANTIL,ROXAS,ORIENTAL MINDORO,1.00
CANTIL,ROXAS,ORIENTAL MINDORO,1.00
DANGAY,ROXAS,ORIENTAL MINDORO,1.00
DANGAY,ROXAS,ORIENTAL MINDORO,1.00
DANGAY,ROXAS,ORIENTAL MINDORO,1.00
DANGAY,ROXAS,ORIENTAL MINDORO,1.00
DANGAY,ROXAS,ORIENTAL MINDORO,1.00
DANGAY,ROXAS,ORIENTAL MINDORO,1.00
HAPPY VALLEY,ROXAS,ORIENTAL MINDORO,1.00
HAPPY VALLEY,ROXAS,ORIENTAL MINDORO,1.00
HAPPY VALLEY,ROXAS,ORIENTAL MINDORO,1.00
LIBERTAD,ROXAS,ORIENTAL MINDORO,1.00
LIBERTAD,ROXAS,ORIENTAL MINDORO,1.00
LIBTONG,ROXAS,ORIENTAL MINDORO,1.00
LIBTONG,ROXAS,ORIENTAL MINDORO,1.00
MABUHAY,ROXAS,ORIENTAL MINDORO,1.00
MABUHAY,ROXAS,ORIENTAL MINDORO,1.00
MARASKA,ROXAS,ORIENTAL MINDORO,1.00
MARASKA,ROXAS,ORIENTAL MINDORO,1.00
ODIONG,ROXAS,ORIENTAL MINDORO,1.00
ODIONG,ROXAS,ORIENTAL MINDORO,1.00
ODIONG,ROXAS,ORIENTAL MINDORO,1.00
ODIONG,ROXAS,ORIENTAL MINDORO,1.00
PACLASAN,ROXAS,ORIENTAL MINDORO,1.00
PACLASAN,ROXAS,ORIENTAL MINDORO,1.00
PACLASAN,ROXAS,ORIENTAL MINDORO,1.00
PACLASAN,ROXAS,ORIENTAL MINDORO,1.00
PACLASAN,ROXAS,ORIENTAL MINDORO,1.00
PACLASAN,ROXAS,ORIENTAL MINDORO,1.00
SAN AQUILINO,ROXAS,ORIENTAL MINDORO,1.00
SAN AQUILINO,ROXAS,ORIENTAL MINDORO,1.00
SAN AQUILINO,ROXAS,ORIENTAL MINDORO,1.00
SAN AQUILINO,ROXAS,ORIENTAL MINDORO,1.00
SAN AQUILINO,ROXAS,ORIENTAL MINDORO,1.00
SAN AQUILINO,ROXAS,ORIENTAL MINDORO,1.00
SAN AQUILINO,ROXAS,ORIENTAL MINDORO,1.00
SAN AQUILINO,ROXAS,ORIENTAL MINDORO,1.00
SAN ISIDRO,ROXAS,ORIENTAL MINDORO,1.00
SAN ISIDRO,ROXAS,ORIENTAL MINDORO,1.00
SAN ISIDRO,ROXAS,ORIENTAL MINDORO,1.00
SAN ISIDRO,ROXAS,ORIENTAL MINDORO,1.00
SAN JOSE,ROXAS,ORIENTAL MINDORO,1.00
SAN JOSE,ROXAS,ORIENTAL MINDORO,1.00
SAN MARIANO,ROXAS,ORIENTAL MINDORO,1.00
SAN MARIANO,ROXAS,ORIENTAL MINDORO,1.00
SAN MARIANO,ROXAS,ORIENTAL MINDORO,1.00
SAN MARIANO,ROXAS,ORIENTAL MINDORO,1.00
SAN MARIANO,ROXAS,ORIENTAL MINDORO,1.00
SAN MARIANO,ROXAS,ORIENTAL MINDORO,1.00
SAN MARIANO,ROXAS,ORIENTAL MINDORO,1.00
SAN RAFAEL,ROXAS,ORIENTAL MINDORO,1.00
SAN RAFAEL,ROXAS,ORIENTAL MINDORO,1.00
SAN RAFAEL,ROXAS,ORIENTAL MINDORO,1.00
SAN RAFAEL,ROXAS,ORIENTAL MINDORO,1.00
SAN RAFAEL,ROXAS,ORIENTAL MINDORO,1.00
SAN VICENTE,ROXAS,ORIENTAL MINDORO,1.00
SAN VICENTE,ROXAS,ORIENTAL MINDORO,1.00
SAN VICENTE,ROXAS,ORIENTAL MINDORO,1.00
SAN VICENTE,ROXAS,ORIENTAL MINDORO,1.00
SAN VICENTE,ROXAS,ORIENTAL MINDORO,1.00
SAN VICENTE,ROXAS,ORIENTAL MINDORO,1.00
UYAO,ROXAS,ORIENTAL MINDORO,1.00
UYAO,ROXAS,ORIENTAL MINDORO,1.00
UYAO,ROXAS,ORIENTAL MINDORO,1.00
UYAO,ROXAS,ORIENTAL MINDORO,1.00
VICTORIA,ROXAS,ORIENTAL MINDORO,1.00
VICTORIA,ROXAS,ORIENTAL MINDORO,1.00
VICTORIA,ROXAS,ORIENTAL MINDORO,1.00
VICTORIA,ROXAS,ORIENTAL MINDORO,1.00
SAN MIGUEL,ROXAS,ORIENTAL MINDORO,1.00
SAN MIGUEL,ROXAS,ORIENTAL MINDORO,1.00
SAN MIGUEL,ROXAS,ORIENTAL MINDORO,1.00
SAN MIGUEL,ROXAS,ORIENTAL MINDORO,1.00
LITTLE TANAUAN,ROXAS,ORIENTAL MINDORO,1.00
LITTLE TANAUAN,ROXAS,ORIENTAL MINDORO,1.00
LITTLE TANAUAN,ROXAS,ORIENTAL MINDORO,1.00
LITTLE TANAUAN,ROXAS,ORIENTAL MINDORO,1.00
LITTLE TANAUAN,ROXAS,ORIENTAL MINDORO,1.00
BIGAAN,SAN TEODORO,ORIENTAL MINDORO,1.00
BIGAAN,SAN TEODORO,ORIENTAL MINDORO,1.00
BIGAAN,SAN TEODORO,ORIENTAL MINDORO,1.00
BIGAAN,SAN TEODORO,ORIENTAL MINDORO,1.00
CAAGUTAYAN,SAN TEODORO,ORIENTAL MINDORO,1.00
CAAGUTAYAN,SAN TEODORO,ORIENTAL MINDORO,1.00
CAAGUTAYAN,SAN TEODORO,ORIENTAL MINDORO,1.00
CAAGUTAYAN,SAN TEODORO,ORIENTAL MINDORO,1.00
CAAGUTAYAN,SAN TEODORO,ORIENTAL MINDORO,1.00
CAAGUTAYAN,SAN TEODORO,ORIENTAL MINDORO,1.00
CAAGUTAYAN,SAN TEODORO,ORIENTAL MINDORO,1.00
CAAGUTAYAN,SAN TEODORO,ORIENTAL MINDORO,1.00
CAAGUTAYAN,SAN TEODORO,ORIENTAL MINDORO,1.00
CAAGUTAYAN,SAN TEODORO,ORIENTAL MINDORO,1.00
CAAGUTAYAN,SAN TEODORO,ORIENTAL MINDORO,1.00
CAAGUTAYAN,SAN TEODORO,ORIENTAL MINDORO,1.00
CAAGUTAYAN,SAN TEODORO,ORIENTAL MINDORO,1.00
CALANGATAN,SAN TEODORO,ORIENTAL MINDORO,1.00
CALANGATAN,SAN TEODORO,ORIENTAL MINDORO,1.00
CALANGATAN,SAN TEODORO,ORIENTAL MINDORO,1.00
CALANGATAN,SAN TEODORO,ORIENTAL MINDORO,1.00
CALANGATAN,SAN TEODORO,ORIENTAL MINDORO,1.00
CALSAPA,SAN TEODORO,ORIENTAL MINDORO,1.00
POBLACION,SAN TEODORO,ORIENTAL MINDORO,1.00
POBLACION,SAN TEODORO,ORIENTAL MINDORO,1.00
POBLACION,SAN TEODORO,ORIENTAL MINDORO,1.00
POBLACION,SAN TEODORO,ORIENTAL MINDORO,1.00
LUMANGBAYAN,SAN TEODORO,ORIENTAL MINDORO,1.00
LUMANGBAYAN,SAN TEODORO,ORIENTAL MINDORO,1.00
LUMANGBAYAN,SAN TEODORO,ORIENTAL MINDORO,1.00
LUMANGBAYAN,SAN TEODORO,ORIENTAL MINDORO,1.00
TACLIGAN,SAN TEODORO,ORIENTAL MINDORO,1.00
TACLIGAN,SAN TEODORO,ORIENTAL MINDORO,1.00
TACLIGAN,SAN TEODORO,ORIENTAL MINDORO,1.00
TACLIGAN,SAN TEODORO,ORIENTAL MINDORO,1.00
TACLIGAN,SAN TEODORO,ORIENTAL MINDORO,1.00
POBLACION,SAN TEODORO,ORIENTAL MINDORO,1.00
POBLACION,SAN TEODORO,ORIENTAL MINDORO,1.00
POBLACION,SAN TEODORO,ORIENTAL MINDORO,1.00
POBLACION,SAN TEODORO,ORIENTAL MINDORO,1.00
ILAG,SAN TEODORO,ORIENTAL MINDORO,1.00
,SAN TEODORO,ORIENTAL MINDORO,1.00
,SAN TEODORO,ORIENTAL MINDORO,1.00
,SAN TEODORO,ORIENTAL MINDORO,1.00
CALSAPA,SAN TEODORO,ORIENTAL MINDORO,1.00
,SAN TEODORO,ORIENTAL MINDORO,1.00
,SAN TEODORO,ORIENTAL MINDORO,1.00
CAAGUTAYAN,SAN TEODORO,ORIENTAL MINDORO,1.00
CALANGATAN,SAN TEODORO,ORIENTAL MINDORO,1.00
BAGSOK,SOCORRO,ORIENTAL MINDORO,1.00
LEUTEBORO I,SOCORRO,ORIENTAL MINDORO,1.00
LEUTEBORO 2,SOCORRO,ORIENTAL MINDORO,1.00
SUBAAN,SOCORRO,ORIENTAL MINDORO,1.00
MABUHAY 1,SOCORRO,ORIENTAL MINDORO,1.00
MABUHAY 2,SOCORRO,ORIENTAL MINDORO,1.00
MATUNGAO,SOCORRO,ORIENTAL MINDORO,1.00
LAPOG,SOCORRO,ORIENTAL MINDORO,1.00
HAPPY VALLEY,SOCORRO,ORIENTAL MINDORO,1.00
MONTEVERDE,SOCORRO,ORIENTAL MINDORO,1.00
CALUBAYAN,SOCORRO,ORIENTAL MINDORO,1.00
BATONG DALIG,SOCORRO,ORIENTAL MINDORO,1.00
PASI I,SOCORRO,ORIENTAL MINDORO,1.00
MA. CONCEPCION,SOCORRO,ORIENTAL MINDORO,1.00
BUGTONG NA TUOG,SOCORRO,ORIENTAL MINDORO,1.00
FORTUNA,SOCORRO,ORIENTAL MINDORO,1.00
BAGSOK,SOCORRO,ORIENTAL MINDORO,1.00
,,,
,,,
,,,
ZONE IV POB.,SOCORRO,ORIENTAL MINDORO,1.00
FORTUNA,SOCORRO,ORIENTAL MINDORO,1.00
FORTUNA,SOCORRO,ORIENTAL MINDORO,1.00
FORTUNA,SOCORRO,ORIENTAL MINDORO,1.00
VILLAREAL DAAN,SOCORRO,ORIENTAL MINDORO,1.00
MALUGAY,SOCORRO,ORIENTAL MINDORO,1.00
MALUGAY,SOCORRO,ORIENTAL MINDORO,1.00
BAYUIN,SOCORRO,ORIENTAL MINDORO,1.00
CATININGAN,SOCORRO,ORIENTAL MINDORO,1.00
CATININGAN,SOCORRO,ORIENTAL MINDORO,1.00
CATININGAN,SOCORRO,ORIENTAL MINDORO,1.00
CATININGAN,SOCORRO,ORIENTAL MINDORO,1.00
BAGSOK,SOCORRO,ORIENTAL MINDORO,1.00
LEUTEBORO I,SOCORRO,ORIENTAL MINDORO,1.00
LEUTEBORO 2,SOCORRO,ORIENTAL MINDORO,1.00
SUBAAN,SOCORRO,ORIENTAL MINDORO,1.00
MABUHAY 1,SOCORRO,ORIENTAL MINDORO,1.00
MABUHAY 2,SOCORRO,ORIENTAL MINDORO,1.00
MATUNGAO,SOCORRO,ORIENTAL MINDORO,1.00
LAPOG,SOCORRO,ORIENTAL MINDORO,1.00
HAPPY VALLEY,SOCORRO,ORIENTAL MINDORO,1.00
MONTEVERDE,SOCORRO,ORIENTAL MINDORO,1.00
CALUBAYAN,SOCORRO,ORIENTAL MINDORO,1.00
BATONG DALIG,SOCORRO,ORIENTAL MINDORO,1.00
PASI I,SOCORRO,ORIENTAL MINDORO,1.00
MA. CONCEPCION,SOCORRO,ORIENTAL MINDORO,1.00
BUGTONG NA TUOG,SOCORRO,ORIENTAL MINDORO,1.00
FORTUNA,SOCORRO,ORIENTAL MINDORO,1.00
BAGSOK,SOCORRO,ORIENTAL MINDORO,1.00
,,,
,,,
,,,
ZONE IV POB.,SOCORRO,ORIENTAL MINDORO,1.00
FORTUNA,SOCORRO,ORIENTAL MINDORO,1.00
FORTUNA,SOCORRO,ORIENTAL MINDORO,1.00
FORTUNA,SOCORRO,ORIENTAL MINDORO,1.00
VILLAREAL DAAN,SOCORRO,ORIENTAL MINDORO,1.00
MALUGAY,SOCORRO,ORIENTAL MINDORO,1.00
MALUGAY,SOCORRO,ORIENTAL MINDORO,1.00
BAYUIN,SOCORRO,ORIENTAL MINDORO,1.00
CATININGAN,SOCORRO,ORIENTAL MINDORO,1.00
CATININGAN,SOCORRO,ORIENTAL MINDORO,1.00
CATININGAN,SOCORRO,ORIENTAL MINDORO,1.00
CATININGAN,SOCORRO,ORIENTAL MINDORO,1.00
POBLACION 3,VICTORIA,ORIENTAL MINDORO,0.88
POBLACION 3,VICTORIA,ORIENTAL MINDORO,0.88
DUONGAN,VICTORIA,ORIENTAL MINDORO,0.85
DUONGAN,VICTORIA,ORIENTAL MINDORO,0.85
MALABO,VICTORIA,ORIENTAL MINDORO,1.00
MALABO,VICTORIA,ORIENTAL MINDORO,1.00
MALABO,VICTORIA,ORIENTAL MINDORO,1.00
URDANETA,VICTORIA,ORIENTAL MINDORO,1.00
URDANETA,VICTORIA,ORIENTAL MINDORO,1.00
ALCATE,VICTORIA,ORIENTAL MINDORO,1.00
ALCATE,VICTORIA,ORIENTAL MINDORO,1.00
,,,
SAN NARCISO,VICTORIA,ORIENTAL MINDORO,1.00
SAN NARCISO,VICTORIA,ORIENTAL MINDORO,1.00
SAN JUAN,VICTORIA,ORIENTAL MINDORO,1.00
SAN JUAN,VICTORIA,ORIENTAL MINDORO,1.00
PRINCESA POB.,PUERTO PRINCESA,PALAWAN,1.00
SAN JUAN,ABORLAN,PALAWAN,1.00
MABINI,ABORLAN,PALAWAN,1.00
,,,
CULANDANUM,ABORLAN,PALAWAN,1.00
APORAWAN,ABORLAN,PALAWAN,0.93
SAN JUAN,ABORLAN,PALAWAN,1.00
SAN JUAN,ABORLAN,PALAWAN,1.00
,,,
APORAWAN,ABORLAN,PALAWAN,0.93
APOC-APOC,ABORLAN,PALAWAN,0.95
BARAKE,ABORLAN,PALAWAN,1.00
CABIGAAN,ABORLAN,PALAWAN,1.00
CULANDANUM,ABORLAN,PALAWAN,1.00
,,,
IRAAN,ABORLAN,PALAWAN,1.00
ISAUB,ABORLAN,PALAWAN,1.00
JOSE RIZAL,ABORLAN,PALAWAN,1.00
MABINI,ABORLAN,PALAWAN,1.00
MAGBABADIL,ABORLAN,PALAWAN,1.00
,,,
PLARIDEL,ABORLAN,PALAWAN,1.00
SAGPANGAN,ABORLAN,PALAWAN,1.00
TAGPAIT,ABORLAN,PALAWAN,1.00
TIGMAN,ABORLAN,PALAWAN,1.00
POBLACION,ABORLAN,PALAWAN,1.00
BANGCAL,AGUTAYA,PALAWAN,0.93
ALGECIRAS,AGUTAYA,PALAWAN,1.00
BANGCAL,AGUTAYA,PALAWAN,1.00
VILLASOL,AGUTAYA,PALAWAN,0.95
CONCEPCION,AGUTAYA,PALAWAN,1.00
DIIT,AGUTAYA,PALAWAN,1.00
MARACANAO,AGUTAYA,PALAWAN,1.00
MATARAWIS,AGUTAYA,PALAWAN,1.00
VILLAFRIA,AGUTAYA,PALAWAN,0.95
CONCEPCION,AGUTAYA,PALAWAN,1.00
BANGCAL,AGUTAYA,PALAWAN,0.93
,,,
,,,
,,,
,,,
,,,
,,,
TALOTO,ARACELI,PALAWAN,1.00
TININTINAN,ARACELI,PALAWAN,1.00
TININTINAN,ARACELI,PALAWAN,1.00
TININTINAN,ARACELI,PALAWAN,1.00
TININTINAN,ARACELI,PALAWAN,1.00
TUDELA CALANDAGAN,ARACELI,PALAWAN,1.00
TUDELA CALANDAGAN,ARACELI,PALAWAN,1.00
DALAYAWON,ARACELI,PALAWAN,0.94
SANTO NINO,ARACELI,PALAWAN,1.00
LUMACAD,ARACELI,PALAWAN,1.00
,,,
MAURINGUEN,ARACELI,PALAWAN,0.95
MADOLDOLON,ARACELI,PALAWAN,1.00
BALOGO,ARACELI,PALAWAN,1.00
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
POBLACION 3,BALABAC,PALAWAN,0.95
POBLACION 3,BALABAC,PALAWAN,0.95
BANCALAAN,BALABAC,PALAWAN,1.00
CATAGUPAN,BALABAC,PALAWAN,1.00
PASIG,BALABAC,PALAWAN,1.00
MANGSEE,BALABAC,PALAWAN,1.00
MANGSEE,BALABAC,PALAWAN,1.00
POBLACION I,BALABAC,PALAWAN,1.00
POBLACION II,BALABAC,PALAWAN,1.00
POBLACION VI,BALABAC,PALAWAN,1.00
MANGSEE,BALABAC,PALAWAN,1.00
BANCALAAN,BALABAC,PALAWAN,1.00
MANGSEE,BALABAC,PALAWAN,1.00
SEBARING,BALABAC,PALAWAN,1.00
MALAKING ILOG,BALABAC,PALAWAN,1.00
INDALAWAN,BALABAC,PALAWAN,1.00
MELVILLE,BALABAC,PALAWAN,1.00
AGUTAYAN,BALABAC,PALAWAN,1.00
CATAGUPAN,BALABAC,PALAWAN,1.00
RAMOS,BALABAC,PALAWAN,1.00
PANDANAN,BALABAC,PALAWAN,1.00
MARANGAS,BATARAZA,PALAWAN,0.88
RIO TUBA,BATARAZA,PALAWAN,1.00
INOGBONG,BATARAZA,PALAWAN,1.00
BONO-BONO,BATARAZA,PALAWAN,0.95
BULALACAO,BATARAZA,PALAWAN,1.00
IGANG-IGANG,BATARAZA,PALAWAN,0.95
TARATAK,BATARAZA,PALAWAN,1.00
SAPA,BATARAZA,PALAWAN,1.00
SUMBILING,BATARAZA,PALAWAN,1.00
BULILUYAN,BATARAZA,PALAWAN,1.00
POBLACION I,BROOKE'S POINT,PALAWAN,0.91
PANGOBILIAN,BROOKE'S POINT,PALAWAN,1.00
PANGOBILIAN,BROOKE'S POINT,PALAWAN,1.00
BARONG-BARONG,BROOKE'S POINT,PALAWAN,1.00
IPILAN,BROOKE'S POINT,PALAWAN,1.00
IPILAN,BROOKE'S POINT,PALAWAN,1.00
,,,
PANGOBILIAN,BROOKE'S POINT,PALAWAN,1.00
PANGOBILIAN,BROOKE'S POINT,PALAWAN,1.00
BOGTONG,BUSUANGA,PALAWAN,1.00
BULUANG,BUSUANGA,PALAWAN,1.00
CHEEY,BUSUANGA,PALAWAN,1.00
CONCEPCION,BUSUANGA,PALAWAN,1.00
MAGLALAMBAY,BUSUANGA,PALAWAN,1.00
NEW BUSUANGA,BUSUANGA,PALAWAN,1.00
OLD BUSUANGA,BUSUANGA,PALAWAN,1.00
PANLAITAN,BUSUANGA,PALAWAN,1.00
QUEZON,BUSUANGA,PALAWAN,1.00
SAGRADA,BUSUANGA,PALAWAN,1.00
SALVACION,BUSUANGA,PALAWAN,1.00
SAN ISIDRO,BUSUANGA,PALAWAN,1.00
SAN RAFAEL,BUSUANGA,PALAWAN,1.00
SANTO NINO,BUSUANGA,PALAWAN,1.00
BOGTONG,BUSUANGA,PALAWAN,1.00
CHEEY,BUSUANGA,PALAWAN,1.00
CONCEPCION,BUSUANGA,PALAWAN,1.00
MAGLALAMBAY,BUSUANGA,PALAWAN,1.00
NEW BUSUANGA,BUSUANGA,PALAWAN,1.00
NEW BUSUANGA,BUSUANGA,PALAWAN,1.00
OLD BUSUANGA,BUSUANGA,PALAWAN,1.00
PANLAITAN,BUSUANGA,PALAWAN,1.00
QUEZON,BUSUANGA,PALAWAN,1.00
SAGRADA,BUSUANGA,PALAWAN,1.00
SALVACION,BUSUANGA,PALAWAN,1.00
SALVACION,BUSUANGA,PALAWAN,1.00
SALVACION,BUSUANGA,PALAWAN,1.00
SAN ISIDRO,BUSUANGA,PALAWAN,1.00
SAN RAFAEL,BUSUANGA,PALAWAN,1.00
SANTO NINO,BUSUANGA,PALAWAN,0.88
PANLAITAN,BUSUANGA,PALAWAN,1.00
SALVACION,BUSUANGA,PALAWAN,1.00
SAN RAFAEL,BUSUANGA,PALAWAN,1.00
BULUANG,BUSUANGA,PALAWAN,0.87
BOGTONG,BUSUANGA,PALAWAN,1.00
MAGLALAMBAY,BUSUANGA,PALAWAN,1.00
SAN ISIDRO,BUSUANGA,PALAWAN,1.00
CHEEY,BUSUANGA,PALAWAN,1.00
CONCEPCION,BUSUANGA,PALAWAN,1.00
NEW BUSUANGA,BUSUANGA,PALAWAN,1.00
OLD BUSUANGA,BUSUANGA,PALAWAN,1.00
PANLAITAN,BUSUANGA,PALAWAN,1.00
QUEZON,BUSUANGA,PALAWAN,1.00
SAGRADA,BUSUANGA,PALAWAN,1.00
SALVACION,BUSUANGA,PALAWAN,1.00
BULUANG,BUSUANGA,PALAWAN,0.87
BULUANG,BUSUANGA,PALAWAN,1.00
OLD BUSUANGA,BUSUANGA,PALAWAN,1.00
SAN RAFAEL,BUSUANGA,PALAWAN,1.00
BOGTONG,BUSUANGA,PALAWAN,1.00
CHEEY,BUSUANGA,PALAWAN,1.00
CHEEY,BUSUANGA,PALAWAN,1.00
BOGTONG,BUSUANGA,PALAWAN,1.00
NEW BUSUANGA,BUSUANGA,PALAWAN,1.00
SANTO NINO,BUSUANGA,PALAWAN,0.88
SANTO NINO,BUSUANGA,PALAWAN,0.88
CONCEPCION,BUSUANGA,PALAWAN,1.00
SAGRADA,BUSUANGA,PALAWAN,1.00
SAGRADA,BUSUANGA,PALAWAN,1.00
SAN RAFAEL,BUSUANGA,PALAWAN,1.00
OLD BUSUANGA,BUSUANGA,PALAWAN,1.00
OLD BUSUANGA,BUSUANGA,PALAWAN,1.00
BULUANG,BUSUANGA,PALAWAN,1.00
PANLAITAN,BUSUANGA,PALAWAN,1.00
SALVACION,BUSUANGA,PALAWAN,1.00
BANTAYAN POB.,CAGAYANCILLO,PALAWAN,1.00
NUSA,CAGAYANCILLO,PALAWAN,1.00
SANTA CRUZ,CAGAYANCILLO,PALAWAN,0.89
NUSA,CAGAYANCILLO,PALAWAN,1.00
LIPOT NORTH,CAGAYANCILLO,PALAWAN,1.00
CALSADA,CAGAYANCILLO,PALAWAN,1.00
MAGSAYSAY,CAGAYANCILLO,PALAWAN,1.00
MAGSAYSAY,CAGAYANCILLO,PALAWAN,1.00
MAMPIO,CAGAYANCILLO,PALAWAN,1.00
MAGSAYSAY,CAGAYANCILLO,PALAWAN,1.00
SANTA CRUZ,CAGAYANCILLO,PALAWAN,0.89
BANTAYAN POB.,CAGAYANCILLO,PALAWAN,1.00
TALAGA,CAGAYANCILLO,PALAWAN,1.00
MAGSAYSAY,CAGAYANCILLO,PALAWAN,1.00
MAGSAYSAY,CAGAYANCILLO,PALAWAN,1.00
CALSADA,CAGAYANCILLO,PALAWAN,1.00
CALSADA,CAGAYANCILLO,PALAWAN,1.00
CONVENTO,CAGAYANCILLO,PALAWAN,1.00
MAGSAYSAY,CAGAYANCILLO,PALAWAN,1.00
MAMPIO,CAGAYANCILLO,PALAWAN,1.00
TALAGA,CAGAYANCILLO,PALAWAN,1.00
BARANGAY 1,CORON,PALAWAN,1.00
BARANGAY 1,CORON,PALAWAN,1.00
BARANGAY 1,CORON,PALAWAN,1.00
TENGA-TENGA,CUYO,PALAWAN,0.95
TENGA-TENGA,CUYO,PALAWAN,0.95
TENGA-TENGA,CUYO,PALAWAN,0.95
BANGCAL,CUYO,PALAWAN,0.93
LAGAORIAO,CUYO,PALAWAN,1.00
SUBA,CUYO,PALAWAN,1.00
SUBA,CUYO,PALAWAN,1.00
SUBA,CUYO,PALAWAN,1.00
CATADMAN POB.,CUYO,PALAWAN,1.00
BALADING,CUYO,PALAWAN,1.00
BALADING,CUYO,PALAWAN,1.00
BALADING,CUYO,PALAWAN,1.00
CABURIAN,CUYO,PALAWAN,1.00
CABURIAN,CUYO,PALAWAN,1.00
CABURIAN,CUYO,PALAWAN,1.00
FUNDA,CUYO,PALAWAN,1.00
FUNDA,CUYO,PALAWAN,1.00
FUNDA,CUYO,PALAWAN,1.00
CAPONAYAN,CUYO,PALAWAN,1.00
CAPONAYAN,CUYO,PALAWAN,1.00
LUBID,CUYO,PALAWAN,1.00
LUBID,CUYO,PALAWAN,1.00
MANAMOC,CUYO,PALAWAN,1.00
MANAMOC,CUYO,PALAWAN,1.00
MANAMOC,CUYO,PALAWAN,1.00
MANAMOC,CUYO,PALAWAN,1.00
,CUYO,PALAWAN,1.00
,CUYO,PALAWAN,1.00
,CUYO,PALAWAN,1.00
,CUYO,PALAWAN,1.00
,CUYO,PALAWAN,1.00
,CUYO,PALAWAN,1.00
,CUYO,PALAWAN,1.00
,CUYO,PALAWAN,1.00
,CUYO,PALAWAN,1.00
LUNGSOD,CUYO,PALAWAN,1.00
LUNGSOD,CUYO,PALAWAN,1.00
,CUYO,PALAWAN,1.00
,CUYO,PALAWAN,1.00
,CUYO,PALAWAN,1.00
,CUYO,PALAWAN,1.00
,CUYO,PALAWAN,1.00
,CUYO,PALAWAN,1.00
SAN CARLOS,CUYO,PALAWAN,1.00
SAN CARLOS,CUYO,PALAWAN,1.00
,CUYO,PALAWAN,1.00
,CUYO,PALAWAN,1.00
,CUYO,PALAWAN,1.00
CABURIAN,CUYO,PALAWAN,1.00
,CUYO,PALAWAN,1.00
BALADING,CUYO,PALAWAN,1.00
,,,
LUBID,CUYO,PALAWAN,1.00
,CUYO,PALAWAN,1.00
,CUYO,PALAWAN,1.00
,CUYO,PALAWAN,1.00
CAPONAYAN,CUYO,PALAWAN,1.00
,CUYO,PALAWAN,1.00
DUMARAN POB.,DUMARAN,PALAWAN,1.00
BACAO,DUMARAN,PALAWAN,1.00
BOHOL,DUMARAN,PALAWAN,1.00
CALASAG,DUMARAN,PALAWAN,1.00
CAPAYAS,DUMARAN,PALAWAN,1.00
CATEP,DUMARAN,PALAWAN,1.00
CULASIAN,DUMARAN,PALAWAN,1.00
DANLEG,DUMARAN,PALAWAN,1.00
ILIAN,DUMARAN,PALAWAN,1.00
ITANGIL,DUMARAN,PALAWAN,1.00
MAGSAYSAY,DUMARAN,PALAWAN,1.00
DUMARAN POB.,DUMARAN,PALAWAN,1.00
